[STRING]
String = 12000,Hac Long Giang
String = 25916,TanDungVoTuong
String = 25917,TanDungVoTuong
String = 25918,HuyetDiemHoaNghi
String = 25919,HuyetDiemHoaNghi
String = 25920,SongViYeuHat
String = 25921,HuyetDiemHoaNghi
String = 25922,SongViYeuHat
String = 25923,Dia Tien
String = 25924,Dia Tien
String = 25925,Dia Tien
String = 25926,Dia Tien
String = 25927,Dia Tien
String = 25928,SongViYeuHat
String = 25929,SongViYeuHat
String = 25930,SongViYeuHat
String = 25931,SongViYeuHat
String = 25932,SongViYeuHat
String = 25933,OQuaChienNguu
String = 25934,OQuaChienNguu
String = 25935,OQuaChienNguu
String = 25936,OQuaChienNguu
String = 25937,OQuaChienNguu
String = 25938,Dia Tien
String = 25939,Dia Tien
String = 25940,Dia Tien
String = 25941,Dia Tien
String = 25942,Dia Tien
String = 25943,SongViYeuHat
String = 25944,SongViYeuHat
String = 25945,SongViYeuHat
String = 25946,SongViYeuHat
String = 25947,SongViYeuHat
String = 25948,On Than
String = 25949,On Than
String = 25950,On Than
String = 25951,On Than
String = 25952,On Than
String = 25953,KimGiapYeuLong
String = 25954,KimGiapYeuLong
String = 25955,Thanh La Sat
String = 25956,KimGiapYeuLong
String = 25957,HacNgocYeuMang
String = 25958,Thai Tue
String = 25959,QuyDienTriChu
String = 25960,Thai Tue
String = 25961,Thai Tue
String = 25962,Thai Tue
String = 25963,HacNgocYeuMang
String = 25964,HacNgocYeuMang
String = 25965,HacNgocYeuMang
String = 25966,HacNgocYeuMang
String = 25967,HacNgocYeuMang
String = 25968,PheNhanCuHung
String = 25969,PheNhanCuHung
String = 25970,PheNhanCuHung
String = 25971,PheNhanCuHung
String = 25972,PheNhanCuHung
String = 25973,Dai Hoa Bao
String = 25974,Dai Hoa Bao
String = 25975,Dai Hoa Bao
String = 25976,Dai Hoa Bao
String = 25977,Dai Hoa Bao
String = 25978,Xich Mang
String = 25979,Xich Mang
String = 25980,KimGiapYeuLong
String = 25981,KimGiapYeuLong
String = 25982,Xich Mang
String = 25983,Thai Tue
String = 25984,Thai Tue
String = 25985,Thai Tue
String = 25986,Thai Tue
String = 25987,Thai Tue
String = 25988,TiemNhaQuyHo
String = 25989,TiemNhaQuyHo
String = 25990,TiemNhaQuyHo
String = 25991,Dai Hoa Bao
String = 25992,Dai Hoa Bao
String = 25993,TiemNhaQuyHo
String = 25994,TiemNhaQuyHo
String = 25995,TiemNhaQuyHo
String = 25996,TiemNhaQuyHo
String = 25997,TiemNhaQuyHo
String = 25998,Xich Da Xoa
String = 25999,Xich Da Xoa
String = 26000,Xich Da Xoa
String = 26001,Xich Da Xoa
String = 26002,Xich Da Xoa
String = 26003,On Than
String = 26004,On Than
String = 26005,On Than
String = 26006,On Than
String = 26007,On Than
String = 26008,Thai Tue
String = 26009,Thai Tue
String = 26010,Thai Tue
String = 26011,Thai Tue
String = 26012,Thai Tue
String = 26013,KimGiapYeuLong
String = 26014,KimGiapYeuLong
String = 26015,KimGiapYeuLong
String = 26016,KimGiapYeuLong
String = 26017,KimGiapYeuLong
String = 26018,Cu Tuyet Hung
String = 26019,Cu Tuyet Hung
String = 26020,Cu Tuyet Hung
String = 26021,Cu Tuyet Hung
String = 26022,Cu Tuyet Hung
String = 26023,TanDungVoTuong
String = 26024,TanDungVoTuong
String = 26025,TanDungVoTuong
String = 26026,TanDungVoTuong
String = 26027,TanDungVoTuong
String = 26028,TienTanThiTuong
String = 26029,TienTanThiTuong
String = 26030,TienTanThiTuong
String = 26031,TienTanThiTuong
String = 26032,TienTanThiTuong
String = 26033,Kiem Tien
String = 26034,Kiem Tien
String = 26035,Kiem Tien
String = 26036,Kiem Tien
String = 26037,Kiem Tien
String = 26038,Thanh La Sat
String = 26039,Thanh La Sat
String = 26040,Thanh La Sat
String = 26041,Thanh La Sat
String = 26042,Thanh La Sat
String = 26043,Dia Tien
String = 26044,Dia Tien
String = 26045,Dia Tien
String = 26046,Dia Tien
String = 26047,Dia Tien
String = 26048,Thap Thuong Thi
String = 26049,Thap Thuong Thi
String = 26050,Thap Thuong Thi
String = 26051,Thap Thuong Thi
String = 26052,Thap Thuong Thi
String = 26053,Bach Lang Vuong
String = 26054,Bach Lang Vuong
String = 26055,Bach Lang Vuong
String = 26056,Bach Lang Vuong
String = 26057,Bach Lang Vuong
String = 26058,Thai Tue
String = 26059,Thai Tue
String = 26060,Thai Tue
String = 26061,Dai Hoa Bao
String = 26062,Thanh La Sat
String = 26063,ThanhLanThuyYeu
String = 26064,ThanhLanThuyYeu
String = 26065,ThanhLanThuyYeu
String = 26066,ThanhLanThuyYeu
String = 26067,ThanhLanThuyYeu
String = 26068,Cu Tuyet Hung
String = 26069,Cu Tuyet Hung
String = 26070,Cu Tuyet Hung
String = 26071,Cu Tuyet Hung
String = 26072,Cu Tuyet Hung
String = 26073,Thanh La Sat
String = 26074,Thanh La Sat
String = 26075,Thanh La Sat
String = 26076,Thanh La Sat
String = 26077,Thanh La Sat
String = 26078,Xich Da Xoa
String = 26079,Xich Da Xoa
String = 26080,Xich Da Xoa
String = 26081,Xich Da Xoa
String = 26082,Xich Da Xoa
String = 26083,Kiem Tien
String = 26084,Kiem Tien
String = 26085,Kiem Tien
String = 26086,Kiem Tien
String = 26087,Kiem Tien
String = 26088,Sub
String = 26089,Sub
String = 26090,Sub
String = 26091,Sub
String = 26092,Sub
String = 26093,Chuc Cong Dao
String = 26094,Doan Lang
String = 26095,Tieu Nhan
String = 26096,Thuan Vu Thuong
String = 26097,Boc Ho
String = 26098,Tu Y
String = 26099,Sub01
String = 26100,Sub02
String = 26101,Sub03
String = 26102,Sub04
String = 26103,Sub05
String = 26104,Sub06
String = 26105,Sub07
String = 26106,Sub08
String = 26107,Sub09
String = 26108,Sub10
String = 26109,Vu De Can
String = 26110,SaMacThoPhi
String = 26111,SaMacThoPhi
String = 26112,SaMacThoPhi
String = 26113,SaMacThoPhi
String = 26114,Nan Lau
String = 26115,SaMacThoPhi
String = 26116,SaMacThoPhi
String = 26117,SaMacThoPhi
String = 26118,SaMacThoPhi
String = 26119,Tru Phu Yen
String = 26120,Ac Con DauDau
String = 26121,Ac Con DauDau
String = 26122,MongDienDaiDao
String = 26123,MongDienDaiDao
String = 26124,Quach Dai Hien
String = 26125,SonTacDauTu
String = 26126,SonTacDauTu
String = 26127,SonTacDauTu
String = 26128,SonTacDauTu
String = 26129,Loi Cong
String = 26130,HaiTacSatThu
String = 26131,HaiTacSatThu
String = 26132,HaiTacSatThu
String = 26133,HaiTacSatThu
String = 26134,Ly Dai Muc
String = 26135,SonTacDauTu
String = 26136,SonTacDauTu
String = 26137,SonTacDauTu
String = 26138,SonTacDauTu
String = 26139,Khu Tinh
String = 26140,HaiTacSatThu
String = 26141,HaiTacSatThu
String = 26142,HaiTacDauMuc
String = 26143,HaiTacDauMuc
String = 26144,Linh Linh
String = 26145,NuTacThuLinh
String = 26146,NuTacThuLinh
String = 26147,NuTacThuLinh
String = 26148,MongDienDaiDao
String = 26149,Lau Lan
String = 26150,MongDienDaiDao
String = 26151,MongDienDaiDao
String = 26152,NuTacThuLinh
String = 26153,NuTacThuLinh
String = 26154,Xuong Hi
String = 26155,SonTacDauTu
String = 26156,SonTacDauTu
String = 26157,SonTacDauTu
String = 26158,SonTacDauTu
String = 26159,Thap Thuong Thi
String = 26160,Thap Thuong Thi
String = 26161,Thap Thuong Thi
String = 26162,Thap Thuong Thi
String = 26163,Thap Thuong Thi
String = 26164,Bich Nguyet
String = 26165,MongDienDaiDao
String = 26166,MongDienDaiDao
String = 26167,NuTacThuLinh
String = 26168,NuTacThuLinh
String = 26169,Loi Tu
String = 26170,HaiTacSatThu
String = 26171,HaiTacSatThu
String = 26172,HaiTacSatThu
String = 26173,HaiTacSatThu
String = 26174,Tho Tat Ne
String = 26175,SonTacCuongNhan
String = 26176,SonTacCuongNhan
String = 26177,SonTacCuongNhan
String = 26178,SonTacCuongNhan
String = 26179,Thap Lang
String = 26180,SonTacCuongNhan
String = 26181,SonTacCuongNhan
String = 26182,SonTacDauTu
String = 26183,SonTacDauTu
String = 26184,Than Hung
String = 26185,AcConDauDau
String = 26186,AcConDauDau
String = 26187,AcConDauDau
String = 26188,AcConDauDau
String = 26189,Quan Thua
String = 26190,HaiTacSatThu
String = 26191,HaiTacDauMuc
String = 26192,HaiTacSatThu
String = 26193,MongDienDaiDao
String = 26194,CaoLeVChuMong
String = 26195,Kim Oa Vuong
String = 26196,Kim Oa Vuong
String = 26197,Kim Oa Vuong
String = 26198,Kim Oa Vuong
String = 26199,Sub01
String = 26200,Sub02
String = 26201,Sub03
String = 26202,Sub04
String = 26203,Sub05
String = 26204,Sub06
String = 26205,Sub07
String = 26206,Sub08
String = 26207,Sub09
String = 26208,Sub10
String = 26209,Hang Vu
String = 26210,Ngu Co
String = 26211,On Than
String = 26212,On Than
String = 26213,On Than
String = 26214,On Than
String = 26215,Kinh Bo
String = 26216,SongViYeuHat
String = 26217,SongViYeuHat
String = 26218,SongViYeuHat
String = 26219,SongViYeuHat
String = 26220,Hang Ba
String = 26221,HDSonTichDich
String = 26222,HDSonTichDich
String = 26223,HDSonTichDich
String = 26224,HDSonTichDich
String = 26225,Hang Luong
String = 26226,TanDungVoTuong
String = 26227,TanDungVoTuong
String = 26228,TanDungVoTuong
String = 26229,TanDungVoTuong
String = 26230,Hang Trang
String = 26231,TanDungVoTuong
String = 26232,TanDungVoTuong
String = 26233,TanDungVoTuong
String = 26234,TanDungVoTuong
String = 26235,Hang Thanh
String = 26236,TanDungVoTuong
String = 26237,TanDungVoTuong
String = 26238,TanDungVoTuong
String = 26239,TanDungVoTuong
String = 26240,Chuong Ham
String = 26241,HDSonTichDich
String = 26242,HDSonTichDich
String = 26243,HDSonTichDich
String = 26244,HDSonTichDich
String = 26245,Chung Ly Muoi
String = 26246,HDSonTichDich
String = 26247,HDSonTichDich
String = 26248,HDSonTichDich
String = 26249,HDSonTichDich
String = 26250,Dong E
String = 26251,TanDungVoTuong
String = 26252,TanDungVoTuong
String = 26253,TanDungVoTuong
String = 26254,TanDungVoTuong
String = 26255,Pham Tang
String = 26256,On Than
String = 26257,On Than
String = 26258,On Than
String = 26259,On Than
String = 26260,Ti Ma Han
String = 26261,SongViYeuHat
String = 26262,SongViYeuHat
String = 26263,SongViYeuHat
String = 26264,SongViYeuHat
String = 26265,CaoTo Luu Bang
String = 26266,Lu Tri
String = 26267,Kiem Tien
String = 26268,Kiem Tien
String = 26269,Kiem Tien
String = 26270,Han Tin
String = 26271,Dia Tien
String = 26272,Dia Tien
String = 26273,Dia Tien
String = 26274,Dia Tien
String = 26275,Banh Viet
String = 26276,On Than
String = 26277,On Than
String = 26278,On Than
String = 26279,On Than
String = 26280,Phan Khoai
String = 26281,On Than
String = 26282,On Than
String = 26283,On Than
String = 26284,On Than
String = 26285,Tran Binh
String = 26286,Dia Tien
String = 26287,Dia Tien
String = 26288,Dia Tien
String = 26289,Dia Tien
String = 26290,Pho Khoan
String = 26291,HDSonTichDich
String = 26292,HDSonTichDich
String = 26293,HDSonTichDich
String = 26294,HDSonTichDich
String = 26295,Truong Luong
String = 26296,Dia Tien
String = 26297,Dia Tien
String = 26298,Dia Tien
String = 26299,Dia Tien
String = 26300,Li Thuc Ky
String = 26301,O Qua ChienNguu
String = 26302,O Qua ChienNguu
String = 26303,O Qua ChienNguu
String = 26304,O Qua ChienNguu
String = 26305,Vuong Lang
String = 26306,O Qua ChienNguu
String = 26307,O Qua ChienNguu
String = 26308,O Qua ChienNguu
String = 26309,O Qua ChienNguu
String = 26310,Tao Tham
String = 26311,TanDungVoTuong
String = 26312,TanDungVoTuong
String = 26313,TanDungVoTuong
String = 26314,TanDungVoTuong
String = 26315,Tieu Ha
String = 26316,Kiem Tien
String = 26317,Kiem Tien
String = 26318,Kiem Tien
String = 26319,Kiem Tien
String = 26320,TienTanThiTuong
String = 26321,TienTanThiTuong
String = 26322,TienTanThiTuong
String = 26323,TienTanThiTuong
String = 26324,TienTanThiTuong
String = 26325,HuyetDiemHoaNghi
String = 26326,HuyetDiemHoaNghi
String = 26327,Xich Da Xoa
String = 26328,HuyetDiemHoaNghi
String = 26329,Xich Da Xoa
String = 26330,Bach Lang Vuong
String = 26331,Bach Lang Vuong
String = 26332,Bach Lang Vuong
String = 26333,Bach Lang Vuong
String = 26334,Bach Lang Vuong
String = 26335,HuyetDiemHoaNghi
String = 26336,HuyetDiemHoaNghi
String = 26337,HuyetDiemHoaNghi
String = 26338,HuyetDiemHoaNghi
String = 26339,HuyetDiemHoaNghi
String = 26340,TienTanThiTuong
String = 26341,TienTanThiTuong
String = 26342,TienTanThiTuong
String = 26343,TienTanThiTuong
String = 26344,TienTanThiTuong
String = 26345,Thanh La Sat
String = 26346,Thanh La Sat
String = 26347,Thanh La Sat
String = 26348,QuyDienTriChu
String = 26349,QuyDienTriChu
String = 26350,PheNhanCuHung
String = 26351,PheNhanCuHung
String = 26352,PheNhanCuHung
String = 26353,PheNhanCuHung
String = 26354,PheNhanCuHung
String = 26355,QuyDienTriChu
String = 26356,QuyDienTriChu
String = 26357,HacNgocYeuMang
String = 26358,HacNgocYeuMang
String = 26359,HacNgocYeuMang
String = 26360,KimGiapYeuLong
String = 26361,KimGiapYeuLong
String = 26362,Thanh La Sat
String = 26363,KimGiapYeuLong
String = 26364,HacNgocYeuMang
String = 26365,Thai Tue
String = 26366,QuyDienTriChu
String = 26367,Thai Tue
String = 26368,Thai Tue
String = 26369,Thai Tue
String = 26370,HacNgocYeuMang
String = 26371,HacNgocYeuMang
String = 26372,HacNgocYeuMang
String = 26373,HacNgocYeuMang
String = 26374,HacNgocYeuMang
String = 26375,PheNhanCuHung
String = 26376,PheNhanCuHung
String = 26377,PheNhanCuHung
String = 26378,PheNhanCuHung
String = 26379,PheNhanCuHung
String = 26380,Dai Hoa Bao
String = 26381,Dai Hoa Bao
String = 26382,Dai Hoa Bao
String = 26383,Dai Hoa Bao
String = 26384,Dai Hoa Bao
String = 26385,Xich Mang
String = 26386,Xich Mang
String = 26387,KimGiapYeuLong
String = 26388,KimGiapYeuLong
String = 26389,Xich Mang
String = 26390,Thai Tue
String = 26391,Thai Tue
String = 26392,Thai Tue
String = 26393,Thai Tue
String = 26394,Thai Tue
String = 26395,TiemNhaQuyHo
String = 26396,TiemNhaQuyHo
String = 26397,TiemNhaQuyHo
String = 26398,Dai Hoa Bao
String = 26399,Dai Hoa Bao
String = 26400,TiemNhaQuyHo
String = 26401,TiemNhaQuyHo
String = 26402,TiemNhaQuyHo
String = 26403,TiemNhaQuyHo
String = 26404,TiemNhaQuyHo
String = 26405,Xich Da Xoa
String = 26406,Xich Da Xoa
String = 26407,Xich Da Xoa
String = 26408,Xich Da Xoa
String = 26409,Xich Da Xoa
String = 26410,TienTanThiTuong
String = 26411,TienTanThiTuong
String = 26412,TienTanThiTuong
String = 26413,TienTanThiTuong
String = 26414,TienTanThiTuong
String = 26415,Thai Tue
String = 26416,Thai Tue
String = 26417,Thai Tue
String = 26418,Thai Tue
String = 26419,Thai Tue
String = 26420,KimGiapYeuLong
String = 26421,KimGiapYeuLong
String = 26422,KimGiapYeuLong
String = 26423,KimGiapYeuLong
String = 26424,KimGiapYeuLong
String = 26425,Cu Tuyet Hung
String = 26426,Cu Tuyet Hung
String = 26427,Cu Tuyet Hung
String = 26428,Cu Tuyet Hung
String = 26429,Cu Tuyet Hung
String = 26430,TienTanThiTuong
String = 26431,TienTanThiTuong
String = 26432,TienTanThiTuong
String = 26433,TienTanThiTuong
String = 26434,TienTanThiTuong
String = 26435,TienTanThiTuong
String = 26436,TienTanThiTuong
String = 26437,TienTanThiTuong
String = 26438,TienTanThiTuong
String = 26439,TienTanThiTuong
String = 26440,KimGiapYeuLong
String = 26441,KimGiapYeuLong
String = 26442,KimGiapYeuLong
String = 26443,KimGiapYeuLong
String = 26444,KimGiapYeuLong
String = 26445,Thanh La Sat
String = 26446,Thanh La Sat
String = 26447,Thanh La Sat
String = 26448,Thanh La Sat
String = 26449,Thanh La Sat
String = 26450,HacNgocYeuMang
String = 26451,HacNgocYeuMang
String = 26452,HacNgocYeuMang
String = 26453,HacNgocYeuMang
String = 26454,HacNgocYeuMang
String = 26455,TiemNhaQuyHo
String = 26456,TiemNhaQuyHo
String = 26457,TiemNhaQuyHo
String = 26458,TiemNhaQuyHo
String = 26459,TiemNhaQuyHo
String = 26460,Bach Lang Vuong
String = 26461,Bach Lang Vuong
String = 26462,Bach Lang Vuong
String = 26463,Bach Lang Vuong
String = 26464,Bach Lang Vuong
String = 26465,Thai Tue
String = 26466,Thai Tue
String = 26467,Thai Tue
String = 26468,Dai Hoa Bao
String = 26469,Thanh La Sat
String = 26470,ThanhLanThuyYeu
String = 26471,ThanhLanThuyYeu
String = 26472,ThanhLanThuyYeu
String = 26473,ThanhLanThuyYeu
String = 26474,ThanhLanThuyYeu
String = 26475,Cu Tuyet Hung
String = 26476,Cu Tuyet Hung
String = 26477,Cu Tuyet Hung
String = 26478,Cu Tuyet Hung
String = 26479,Cu Tuyet Hung
String = 26480,Thanh La Sat
String = 26481,Thanh La Sat
String = 26482,Thanh La Sat
String = 26483,Thanh La Sat
String = 26484,Thanh La Sat
String = 26485,Xich Da Xoa
String = 26486,Xich Da Xoa
String = 26487,Xich Da Xoa
String = 26488,Xich Da Xoa
String = 26489,Xich Da Xoa
String = 26490,Sub01
String = 26491,Sub02
String = 26492,Sub03
String = 26493,Sub04
String = 26494,Sub05
String = 26495,Sub06
String = 26496,Sub07
String = 26497,Sub08
String = 26498,Sub09
String = 26499,Sub10
String = 26500,Sub11
String = 26501,Sub12
String = 26502,Sub13
String = 26503,Sub14
String = 26504,Sub15
String = 26505,Sub16
String = 26506,Sub17
String = 26507,Sub18
String = 26508,Sub19
String = 26509,Sub20
String = 26510,Sub21
String = 26511,Sub22
String = 26512,Sub23
String = 26513,Sub24
String = 26514,Sub25
String = 26515,Sub26
String = 26516,Sub27
String = 26517,Sub28
String = 26518,Sub29
String = 26519,Sub30
String = 26520,Sub31
String = 26521,Sub32
String = 26522,Sub33
String = 26523,Sub34
String = 26524,Sub35
String = 26525,Sub36
String = 26526,Sub37
String = 26527,Sub38
String = 26528,Sub39
String = 26529,Sub40
String = 26530,UJ Tien Nhan
String = 26531,DoanhChaLaoTien
String = 26532,NguThaiThanThach
String = 26533,Tu Thu
String = 26534,Tu Thu Chi Mau
String = 26535,KT Sub03
String = 26536,KT Sub04
String = 26537,KT Sub05
String = 26538,KT Sub06
String = 26539,KT Sub07
String = 26540,KT Sub08
String = 26541,KT Sub09
String = 26542,KT Sub10
String = 26543,KT Sub11
String = 26544,KT Sub12
String = 26545,KT Sub13
String = 26546,KT Sub14
String = 26547,KT Sub15
String = 26548,KT Sub16
String = 26549,KT Sub17
String = 26550,KT Sub18
String = 26551,KT Sub19
String = 26552,KT Sub20
String = 26553,KT Sub21
String = 26554,KT Sub22
String = 26555,KT Sub23
String = 26556,KT Sub24
String = 26557,KT Sub25
String = 26558,KT Sub26
String = 26559,KT Sub27
String = 26560,KT Sub28
String = 26561,KT Sub29
String = 26562,KT Sub30
String = 26563,KT Sub31
String = 26564,KT Sub32
String = 26565,KT Sub33
String = 26566,KT Sub34
String = 26567,KT Sub35
String = 26568,KT Sub36
String = 26569,KT Sub37
String = 26570,KT Sub38
String = 26571,KT Sub39
String = 26572,KT Sub40
String = 26573,KT Sub41
String = 26574,KT Sub42
String = 26575,KT Sub43
String = 26576,KT Sub44
String = 26577,KT Sub45
String = 26578,KT Sub46
String = 26579,KT Sub47
String = 26580,KT Sub48
String = 26581,KT Sub49
String = 26582,KT Sub50
String = 26684,Hang Vu
String = 26685,Luu Bang
String = 26686,Chu Mong
String = 26687,KimOaVuong
String = 26688,KimOaVuong
String = 26689,KimOaVuong
String = 26690,KimOaVuong
String = 26691,Truong Nhuong
String = 26692,Ha Uan
String = 26693,Quach Thang
String = 26694,Trieu Trung
String = 26695,Ton Chuong
String = 26696,Tat Lam
String = 26697,Lat Tung
String = 26698,Doan Khue
String = 26699,Cao Vong
String = 26700,Truong Cung
String = 26701,Rurouni Kenshin
String = 26702,ThanCocHuan
String = 26703,Ve De Can
String = 26704,Nan Lau
String = 26705,Tru Phi Yen
String = 26706,Quach Dai Hien
String = 26707,Loi Cong
String = 26708,Ly Dai Muc
String = 26709,Khu Tinh
String = 26710,Linh Linh
String = 26711,Lan Lan
String = 26712,Xuong Hi
String = 26713,Bich Nguyet
String = 26714,Loi Tu
String = 26715,Tho Tat Ne
String = 26716,Thap Lang
String = 26717,Than Hung
String = 26718,Quan Thua
String = 26719,ThaiHo MyNhanNgu
String = 26720,Yukimura Sanada
String = 26721,Masamune Date
String = 26722,Magoichi Saika
String = 26723,Kanetsugu Naoe
String = 26724,Nohime
String = 26725,Keiji Maeda
String = 26726,Miyamoto Musashi
String = 26727,Mitshuhide Akechi
String = 26728,Inahime
String = 26729,Hanzo Hattori
String = 26730,Kanetsugu Naoe
String = 26731,Kotaro Fuma
String = 26732,Ranmaru Mori
String = 26733,Okuni
String = 26734,Tokugawa Ieyasu
String = 26735,Hideyoshi Toyotomi
String = 26736,Shingen Takeda
String = 26737,Tadakatsu Honda
String = 26738,Nene
String = 26739,Nagamasa Azai
String = 26740,Mitsunari Ishida
String = 26741,Nobunaga Oda
String = 26742,Oichi
String = 26743,Sakon Shima
String = 26744,Yoshihiro Shimazu
String = 26745,Yoshimoto Imagawa
String = 26746,Ishikawa Goemon
String = 26747,Tieu Thu Lang
String = 26748,Kunoichi
String = 26749,Ginchiyo Tachibana
String = 26750,QV DongTrac
String = 26751,Moc Que Anh
String = 26752,DuongBatMuoi
String = 26753,Tung Nhuong
String = 26754,Ly Thanh Que
String = 26755,Thoi Trung Hien
String = 26756,NamHoaLaoTien
String = 26757,SaMacThoPhi
String = 26758,AcConDau
String = 26759,MongDienDaiDao
String = 26760,SonTacDauTu
String = 26761,HaiTacSatThu
String = 26762,HaiTacDauMuc
String = 26763,NuTacThuLinh
String = 26764,SonTacCuongNhan
String = 26765,DuongBaiPhong
String = 26766,DoKimNga
String = 26767,Cai Kim
String = 26768,DongMinhVuong
String = 26769,Tinh Thai
String = 26770,VongLuongCo
String = 26771,Tan Thuy Hoang
String = 26772,Thi Long
String = 26773,ThienNienHoaLong
String = 26774,Ly Kieu
String = 26775,Thi Yeu
String = 26776,Thuy Yeu
String = 26777,Viem Ma
String = 26778,ThietGiapLong
String = 26779,Nhu Suong
String = 26780,Tr.KiemTruong
String = 26781,ThuNhanC.Tuong
String = 26782,Long Ky Si
String = 26783,GiangVuCo
String = 26784,LinhTuNu
String = 26785,KimSuThanTuong
String = 26786,HongVien
String = 26787,TanLangThuMo
String = 26788,TaiDuyNhi
String = 26789,CaDacA
String = 26790,NgoaLacLuong
String = 27000,VoTuong Tinh
String = 27001,Dinh
String = 27002,Dinh
String = 27003,Dinh
String = 27004,Dinh
String = 27005,Dinh
String = 27006,Dinh
String = 27007,Dieu
String = 27008,Vu
String = 27009,Vu
String = 27010,Si Ton
String = 27011,Si
String = 27012,Si
String = 27013,Si
String = 27014,Si
String = 27015,Si
String = 27016,Kieu
String = 27017,Kieu
String = 27018,Son
String = 27019,Cong Ton
String = 27020,Cong Ton
String = 27021,Cong Ton
String = 27022,Cong Ton
String = 27023,Cong Ton
String = 27024,Cong Ton
String = 27025,Cong Ton
String = 27026,Cong Ton
String = 27027,Cong Ton
String = 27028,Bien
String = 27029,Thien Huong
String = 27030,Thai Su
String = 27031,Thai Su
String = 27032,Thai Su
String = 27033,Khong
String = 27034,Khong
String = 27035,Khong
String = 27036,Khong
String = 27037,Khong
String = 27038,Van
String = 27039,Van
String = 27040,Van
String = 27041,Van
String = 27042,Van
String = 27043,Van
String = 27044,Phuong
String = 27045,Vo Khau
String = 27046,Mao
String = 27047,Nguu
String = 27048,Nguu
String = 27049,Vuong
String = 27050,Vuong
String = 27051,Vuong
String = 27052,Vuong
String = 27053,Vuong
String = 27054,Vuong
String = 27055,Vuong
String = 27056,Vuong
String = 27057,Vuong
String = 27058,Vuong
String = 27059,Vuong
String = 27060,Vuong
String = 27061,Vuong
String = 27062,Vuong
String = 27063,Vuong
String = 27064,Vuong
String = 27065,Vuong
String = 27066,Vuong
String = 27067,Vuong
String = 27068,Vuong
String = 27069,Vuong
String = 27070,Vuong
String = 27071,Vuong
String = 27072,Vuong
String = 27073,Vuong
String = 27074,Vuong
String = 27075,Vuong
String = 27076,Vuong
String = 27077,Vuong
String = 27078,Vuong
String = 27079,Vuong
String = 27080,Lenh Ho
String = 27081,Lenh Ho
String = 27082,Ti Ma
String = 27083,Ti Ma
String = 27084,Ti Ma
String = 27085,Ti Ma
String = 27086,Ti Ma
String = 27087,Ti Ma
String = 27088,Ti Ma
String = 27089,Ti Ma
String = 27090,Ti Ma
String = 27091,Ti Ma
String = 27092,Ti Ma
String = 27093,Ta
String = 27094,Cam
String = 27095,Cam
String = 27096,Cam
String = 27097,Dien
String = 27098,Dien
String = 27099,Dien
String = 27100,Dien
String = 27101,Dien
String = 27102,Dien
String = 27103,Than
String = 27104,Than
String = 27105,Thach
String = 27106,Thach
String = 27107,Y
String = 27108,Y
String = 27109,Y
String = 27110,Phuc
String = 27111,Phuc
String = 27112,Trong Truong
String = 27113,Toan
String = 27114,Toan
String = 27115,Cat
String = 27116,Cat
String = 27117,Huong
String = 27118,Huong
String = 27119,Huong
String = 27120,Huong
String = 27121,Thanh
String = 27122,Chu
String = 27123,Chu
String = 27124,Chu
String = 27125,Chu
String = 27126,Chu
String = 27127,Chu
String = 27128,Chu
String = 27129,Chu
String = 27130,Chu
String = 27131,Chu
String = 27132,Chu
String = 27133,Chu
String = 27134,Duong
String = 27135,Duong
String = 27136,Duong
String = 27137,Ha
String = 27138,Ha
String = 27139,Ha
String = 27140,Ha
String = 27141,Ha
String = 27142,Ha
String = 27143,Ha
String = 27144,Ngo
String = 27145,Ngo
String = 27146,Ngo
String = 27147,Ngo
String = 27148,Ngo
String = 27149,Ngo
String = 27150,Ngo
String = 27151,Lu
String = 27152,Lu
String = 27153,Lu
String = 27154,Lu
String = 27155,Lu
String = 27156,Lu
String = 27157,Lu
String = 27158,Lu
String = 27159,Lu
String = 27160,Lu
String = 27161,Lu
String = 27162,Lu
String = 27163,Lu
String = 27164,Tong
String = 27165,Tong
String = 27166,Tong
String = 27167,Sam
String = 27168,Ly
String = 27169,Ly
String = 27170,Ly
String = 27171,Ly
String = 27172,Ly
String = 27173,Ly
String = 27174,Ly
String = 27175,Ly
String = 27176,Ly
String = 27177,Ly
String = 27178,Ly
String = 27179,Ly
String = 27180,Ly
String = 27181,Do
String = 27182,Do
String = 27183,Bo
String = 27184,Xa
String = 27185,Tan
String = 27186,Tan
String = 27187,Tan
String = 27188,Tan
String = 27189,Hinh
String = 27190,Nguyen
String = 27191,Nguyen
String = 27192,Dien
String = 27193,Trac
String = 27194,Ti Dien
String = 27195,Chu
String = 27196,Chu
String = 27197,Chu
String = 27198,Chu
String = 27199,Chu
String = 27200,Chu
String = 27201,Chu
String = 27202,Manh
String = 27203,Manh
String = 27204,Thuong
String = 27205,Vu
String = 27206,Phap
String = 27207,Tu
String = 27208,Tu
String = 27209,Phu
String = 27210,Kim
String = 27211,Kim
String = 27212,X
String = 27213,Ham Dan
String = 27214,Hau
String = 27215,Hau
String = 27216,Du
String = 27217,Khuong
String = 27218,Khuong
String = 27219,Khuong
String = 27220,Thi
String = 27221,Hoang Phu
String = 27222,Ki
String = 27223,Ho
String = 27224,Ho
String = 27225,Ho
String = 27226,Ho
String = 27227,Ho
String = 27228,Ho
String = 27229,Ho
String = 27230,Ho
String = 27231,Vi
String = 27232,Vi
String = 27233,Chung
String = 27234,Chung
